Property_ID,Listing_Title,Property_Type,Listing_Type,Created_F,Created,Scraped_F,Scraped,Latitude,Longitude,Airbnb_PID,Airbnb_HID
ab-11511024,WorldMark Canmore-Banff - Studio,Condominium,Entire home/apt,2/24/16,2016-02-24,11-13-16,2016-11-13,51.06839874,-115.3580604,11511024,55037716
ab-14084642,Studio condo WM Canmore-Banff Resort#2,Apartment,Entire home/apt,7/18/16,2016-07-18,5-24-19,2019-05-24,51.06748,-115.3583,14084642,19139775
ab-5433975,Beautiful Resort Condo Close to Banff! Sleeps 4,Place,Entire home/apt,2/21/15,2015-02-21,5-22-19,2019-05-22,51.07055,-115.36033,5433975,10595328
ab-5434544,Close to Banff *Beautiful Resort* Free WiFi!,Villa,Entire home/apt,2/21/15,2015-02-21,5-21-19,2019-05-21,51.06976,-115.36021,5434544,10595328
ab-11013960,Stylish  2Bdrm /2BA chalet  near Banff,Chalet,Entire home/apt,2002-01-16,2016-02-01,2009-05-18,2018-09-05,51.08834785,-115.3412222,11013960,57060405
ab-11063237,WM Banff & glaciers waiting 4 U,Condominium,Entire home/apt,1/23/17,2017-01-23,1-28-17,2017-01-28,51.06858426,-115.3597409,11063237,24290189
ab-11101974,Banff Rocky Mountain resort,Apartment,Entire home/apt,2001-12-18,2018-01-12,2004-11-19,2019-04-11,51.20014,-115.53559,11101974,38300192
ab-19249131,Basement suite in Beautiful Banff,Guest suite,Private room,2006-10-17,2017-06-10,7-18-17,2017-07-18,51.16850499,-115.5764423,19249131,134784370
ab-11147864,Modern Rockies Getaway 2BR/2BA chalet  near Banff,Townhouse,Entire home/apt,2002-07-16,2016-02-07,2010-02-18,2018-10-02,51.08519114,-115.3435381,11147864,57060405
ab-11177132,Studio-sleeps 2 Banff WM Resort,Condominium,Entire home/apt,2002-08-16,2016-02-08,5-24-19,2019-05-24,51.06992,-115.35898,11177132,19139775
ab-11569260,Banff Canmore Lovely Mountain Home,House,Entire home/apt,5/24/17,2017-05-24,2001-12-19,2019-01-12,51.10240229,-115.3787777,11569260,23258769
ab-11219425,Gorgeous Studio at WorldMark Canmore-Banff,Villa,Entire home/apt,2002-10-16,2016-02-10,5-21-19,2019-05-21,51.06859,-115.35963,11219425,10595328
ab-11273743,Canmore-Banff - Studio,Condominium,Entire home/apt,2/13/16,2016-02-13,5-22-19,2019-05-22,51.07008,-115.35914,11273743,58385754
ab-13465231,BANFF - 1BR #1,Condominium,Entire home/apt,2006-10-16,2016-06-10,5-23-19,2019-05-23,51.06896,-115.35944,13465231,58385754
ab-13473877,Banff Rocky Mountain Resort 2BR Condo,Condominium,Entire home/apt,2003-07-17,2017-03-07,5-22-19,2019-05-22,51.18575,-115.55421,13473877,52651623
ab-17933487,Banff Cozy 1 Bedroom + Loft Condo,Condominium,Entire home/apt,3/26/17,2017-03-26,2009-11-17,2017-09-11,51.18371272,-115.5502116,17933487,65790915
ab-11593285,Studio - Canmore-Banff,Condominium,Entire home/apt,2/28/16,2016-02-28,2010-05-18,2018-10-05,51.06853693,-115.3598635,11593285,40543045
ab-7631277,1 hour to Banff!,House,Private room,7/27/15,2015-07-27,2005-10-16,2016-05-10,51.14487717,-114.2174498,7631277,22592868
ab-486890,lovely canmore banff condo,Apartment,Entire home/apt,5/17/12,2012-05-17,5-21-19,2019-05-21,51.07041,-115.35997,486890,103427
ab-11604592,1 bedroom suite at WorldMark Canmore-Banff,Serviced apartment,Entire home/apt,2/28/16,2016-02-28,2001-06-19,2019-01-06,51.06939076,-115.3575294,11604592,56490293
ab-2367403,Calgary and Banff within reach!,Private room in bed & breakfast,Private room,12/16/17,2017-12-16,2002-05-18,2018-02-05,51.208304,-114.4667963,2367403,2172574
ab-5563121,Banff Canmore Alberta Canada Room A,Other,Private room,2003-06-15,2015-03-06,2011-01-16,2016-11-01,51.05380561,-115.1568893,5563121,28838853
ab-11625437,Canmore-Banff - 1BR,Condominium,Entire home/apt,2003-01-16,2016-03-01,5-24-19,2019-05-24,51.06848,-115.35907,11625437,58385754
ab-11625527,Canmore-Banff - 2BR,Condominium,Entire home/apt,11/21/16,2016-11-21,5-23-19,2019-05-23,51.07035,-115.35908,11625527,58385754
ab-14854932,Studio-sleeps 2 Banff WM Resort#3,Condominium,Entire home/apt,2009-01-16,2016-09-01,5-22-19,2019-05-22,51.06925,-115.357,14854932,19139775
ab-7681453,Comfort room in Banff Trail,House,Entire home/apt,7/30/15,2015-07-30,5-24-19,2019-05-24,51.07305,-114.10703,7681453,34320309
ab-17138948,"Alberta Canmore-Banff for 4~Mountains, Lake Louise",Private room,Private room,2002-05-17,2017-02-05,2004-09-18,2018-04-09,51.06845539,-115.3588324,17138948,106786090
ab-8935852,"Calgary Stampede, Banff, Lk Louise",Bed &amp; Breakfast,Private room,10/15/15,2015-10-15,2-19-16,2016-02-19,51.02926705,-113.8332885,8935852,46718023
ab-18006400,Canmore-Banff - 2BR #2,Timeshare,Entire home/apt,3/30/17,2017-03-30,2-14-18,2018-02-14,51.07099644,-115.3608502,18006400,58385754
ab-18006623,Canmore-Banff - 2BR #3,Timeshare,Entire home/apt,3/30/17,2017-03-30,8-31-17,2017-08-31,51.06930331,-115.3608478,18006623,58385754
ab-19915015,Banff Boundary 2 Bed Room Lodge/HotTub/FirePlace,Condominium,Entire home/apt,7/15/17,2017-07-15,5-21-19,2019-05-21,51.12547,-115.38771,19915015,141056130
ab-17140472,Banff 2 bedroom house with private hot tub,House,Entire home/apt,2002-05-17,2017-02-05,5-23-19,2019-05-23,51.18478,-115.56475,17140472,115232997
ab-16321222,"CANMORE-BANFF, FULL CONDO, SLEEPS 4,  NICE RESORT!",Resort,Private room,2012-09-16,2016-12-09,5-25-19,2019-05-25,51.0691,-115.35801,16321222,12057949
ab-16321464,CANMORE-BANFF! FULL CONDO (SLEEPS 4) AT WORLDMARK!,Resort,Entire home/apt,2012-09-16,2016-12-09,5-22-19,2019-05-22,51.06778,-115.35844,16321464,12057949
ab-16321565,CANMORE-BANFF 2 BEDROOM FULL CONDO SLEEPS 6! NICE!,Resort,Entire home/apt,2012-09-16,2016-12-09,5-24-19,2019-05-24,51.06885,-115.35972,16321565,12057949
ab-14874996,"2BR 2BA Resort, Waterslide❤️Mtn View,  Banff Pass",Apartment,Entire home/apt,2009-02-16,2016-09-02,5-24-19,2019-05-24,51.09078,-115.34978,14874996,87174529
ab-17154871,Banff Solara Resort & Spa 2bd March- Canmore AB,Condominium,Entire home/apt,2002-06-17,2017-02-06,2004-06-17,2017-04-06,51.08413605,-115.3412834,17154871,13167617
ab-17165857,Cozy Getaway Guest Suite. Only one hour to Banff!,Guest suite,Entire home/apt,2002-07-17,2017-02-07,3-14-19,2019-03-14,51.06577,-114.18909,17165857,49166487
ab-2571930,"Canmore Banff 1 BDRM, 1 BTH, Condo, Sleeps 4, #6",Resort,Entire home/apt,2007-01-17,2017-07-01,2001-12-19,2019-01-12,51.06894384,-115.3588983,2571930,4385059
ab-19941680,Mountain Beach Retreat Cottage w/ pool Banff,Cottage,Entire home/apt,7/16/17,2017-07-16,5-24-19,2019-05-24,51.20871,-114.76257,19941680,5611127
ab-19943039,1bdm-sleeps4 Canmore-Banff WorldMar Resort,Resort,Private room,7/16/17,2017-07-16,5-22-19,2019-05-22,51.07059,-115.35938,19943039,19139775
ab-19947150,Spacious Basement 13 min fr YYC! 1.5 hrs to Banff!,Guest suite,Private room,7/16/17,2017-07-16,5-22-19,2019-05-22,51.17031,-114.04597,19947150,134130118
ab-16381101,"Clean, Comfortable & Accessible *Free Banff Pass*",Guest suite,Entire home/apt,12/14/16,2016-12-14,9-25-18,2018-09-25,51.16650631,-114.0540138,16381101,802388
ab-11699099,Canmore-Banff Studio #1 (FREE WiFi /FREE PARKING),Condominium,Entire home/apt,2003-05-16,2016-03-05,5-21-19,2019-05-21,51.06846,-115.35781,11699099,12613718
ab-11700103,Canmore-Banff 1BR #1 (FREE WiFi /FREE PARKING),Condominium,Entire home/apt,2003-05-16,2016-03-05,5-22-19,2019-05-22,51.07027,-115.35891,11700103,12613718
ab-11700400,Canmore-Banff 2BR #1 (FREE WiFi /FREE PARKING),Condominium,Entire home/apt,2003-05-16,2016-03-05,5-22-19,2019-05-22,51.06866,-115.35951,11700400,12613718
ab-14175802,Studio condo-sleeps2 Canmore-Banff Resort,Resort,Private room,7/24/16,2016-07-24,5-21-19,2019-05-21,51.06927,-115.35868,14175802,19139775
ab-20440285,Banff Rocky Mountain Resort - 2 separate studios,Timeshare,Private room,8/13/17,2017-08-13,8-19-17,2017-08-19,51.1854761,-115.5584682,20440285,143421676
ab-17211229,Vacation Suite by Entrance of Banff National Park,Condominium,Entire home/apt,2002-09-17,2017-02-09,5-22-19,2019-05-22,51.12484,-115.38604,17211229,115847969
ab-15596434,"Your Home in the  Rockies, top floor near Banff",Condominium,Entire home/apt,10/19/16,2016-10-19,5-23-19,2019-05-23,51.08928,-115.36363,15596434,11350500
ab-4235623,Condo Close to Calgary and Banff,Condominium,Entire home/apt,9/17/14,2014-09-17,2002-05-19,2019-02-05,51.19008327,-114.4716872,4235623,20438160
ab-17223863,Spacious Simple House with 3 BDs in Banff Trial,House,Entire home/apt,2002-10-17,2017-02-10,5-23-19,2019-05-23,51.07627,-114.11015,17223863,6385368
ab-17224037,"Banff 3 nights (Mar 19-22, 2017) Spring Break",Condominium,Private room,2002-10-17,2017-02-10,5-21-19,2019-05-21,51.18436,-115.55779,17224037,93390402
ab-9044379,2BD Condo Worldmark Canmore Banff,Condominium,Entire home/apt,12/22/16,2016-12-22,7-25-18,2018-07-25,51.06968162,-115.3577657,9044379,19056065
ab-16457246,Studio Unit @ Canmore Banff #2 Condo Resort,Serviced apartment,Entire home/apt,12/20/16,2016-12-20,5-22-19,2019-05-22,51.06778,-115.35665,16457246,9296727
ab-20568730,Canmore-Banff - 1BR-i1,Condominium,Entire home/apt,8/20/17,2017-08-20,5-22-19,2019-05-22,51.06911,-115.36048,20568730,58385754
ab-20572308,5 queen beds banff resort suite,Bus,Private room,6/16/18,2018-06-16,6-16-18,2018-06-16,51.18699158,-115.5472926,20572308,11312971
ab-20583348,"Banff Gate Mountain: 2-BR, sleep 6, Full Kitchen",Chalet,Entire home/apt,8/21/17,2017-08-21,3-24-19,2019-03-24,51.02983,-115.24653,20583348,27042710
ab-12948972,Canmore Getaway ~ Right by Banff Park Gate,Condominium,Entire home/apt,2005-10-16,2016-05-10,5-23-19,2019-05-23,51.12628,-115.38639,12948972,63975922
ab-17255044,Canmore-Banff - Studio-i1,Condominium,Entire home/apt,2002-12-17,2017-02-12,5-23-19,2019-05-23,51.06867,-115.35865,17255044,58385754
ab-19972133,Banff Rocky Mountain Resort,Resort,Entire home/apt,12/31/18,2018-12-31,5-24-19,2019-05-24,51.18595,-115.55841,19972133,141241111
ab-14202039,"SPACIOUS & MODERN, 2BR & 2BA 1 hr, 15 min to banff",House,Entire home/apt,7/26/16,2016-07-26,1-30-19,2019-01-30,51.12265824,-114.2262474,14202039,68073273
ab-20629916,1 Bedroom Banff  Wilderness Condo,Condominium,Entire home/apt,8/23/17,2017-08-23,2009-05-17,2017-09-05,51.1990283,-115.5352952,20629916,65790915
ab-20630432,Stunning Banff 1 Bedroom + Loft Suite (3 Queens),Condominium,Entire home/apt,8/24/17,2017-08-24,2009-05-17,2017-09-05,51.18889374,-115.5457349,20630432,65790915
ab-16477689,Canada Olympic Park 5 min. & Banff 1 hour.,House,Private room,12/22/16,2016-12-22,1-13-19,2019-01-13,51.08249375,-114.1824026,16477689,108163105
ab-13575548,Banff-Studio,Condominium,Entire home/apt,6/17/16,2016-06-17,5-23-19,2019-05-23,51.06952,-115.35847,13575548,58385754
ab-11860861,Canmore/Banff Townhome in the heart of the Rockies,Townhouse,Entire home/apt,3/14/16,2016-03-14,5-22-19,2019-05-22,51.05152,-115.31309,11860861,63226390
ab-6861152,"Studio Timeshare, Canmore-Banff #3",Villa,Entire home/apt,2012-05-16,2016-12-05,8-28-17,2017-08-28,51.06887671,-115.3583719,6861152,661691
ab-17268553,Canmore-Banff - Studio-i2,Condominium,Entire home/apt,2/13/17,2017-02-13,5-22-19,2019-05-22,51.06801,-115.35697,17268553,58385754
ab-17269330,Canmore-Banff - 1BR - i2,Condominium,Entire home/apt,2/13/17,2017-02-13,5-21-19,2019-05-21,51.07006,-115.35711,17269330,58385754
ab-17269389,Canmore-Banff - 1BR-T,Condominium,Entire home/apt,2/13/17,2017-02-13,5-23-19,2019-05-23,51.06986,-115.35869,17269389,58385754
ab-17271303,近大学､SAIT､Foothills hospital ､Banff trail轻轨站､超市,House,Private room,2/13/17,2017-02-13,5-21-19,2019-05-21,51.073,-114.11091,17271303,75838336
ab-14207450,1bdm Canmore-Banff WorldMark Resort#3,Condominium,Entire home/apt,7/26/16,2016-07-26,5-24-19,2019-05-24,51.06859,-115.35877,14207450,19139775
ab-18791436,Cozy 1 bedroom in beautiful Banff!,Timeshare,Private room,5/16/17,2017-05-16,5-20-17,2017-05-20,51.18454143,-115.5564051,18791436,34988058
ab-14967383,One bedroom Condo Canmore-Banff,Condominium,Entire home/apt,2009-08-16,2016-09-08,2010-10-16,2016-10-10,51.06868115,-115.3587448,14967383,72076523
ab-20010828,"2 Bedroom Condo at Banff Boundary, Mountain View",Townhouse,Entire home/apt,8/15/17,2017-08-15,5-22-19,2019-05-22,51.12637,-115.38751,20010828,115021151
ab-20773743,Stunning Rooftop 1 BR Condo in Banff,Condominium,Entire home/apt,2009-01-17,2017-09-01,10-17-17,2017-10-17,51.18036735,-115.5682654,20773743,65790915
ab-20773924,Spacious Fully-Equipped 2 BR + Loft in Banff,Condominium,Entire home/apt,2009-01-17,2017-09-01,10-23-17,2017-10-23,51.18455014,-115.5583217,20773924,65790915
ab-16520144,Designer Ranch House 1 hour East of Banff,Farm stay,Entire home/apt,12/25/16,2016-12-25,5-21-19,2019-05-21,51.2846,-114.9207,16520144,9007934
ab-20816836,近大学､SAIT､Foothills hospital ､Banff trail轻轨站､超市,House,Private room,2009-04-17,2017-09-04,5-24-19,2019-05-24,51.0695,-114.11299,20816836,75838336
ab-20839813,Banff-Canmore WM Resort Studio-for 2 #1,Resort,Entire home/apt,2009-05-17,2017-09-05,5-21-19,2019-05-21,51.07024,-115.35675,20839813,3334196
ab-11923960,Canmore-Banff Studio #2 (FREE WiFi /FREE PARKING),Condominium,Entire home/apt,3/17/16,2016-03-17,5-24-19,2019-05-24,51.06857,-115.35913,11923960,12613718
ab-11924093,Canmore-Banff Studio #3 (FREE WiFi /FREE PARKING),Condominium,Entire home/apt,3/17/16,2016-03-17,5-15-19,2019-05-15,51.06979,-115.35826,11924093,12613718
ab-9128049,Modern Home Close to Banff & Canmore,House,Entire home/apt,10/26/15,2015-10-26,2005-09-19,2019-05-09,51.05742,-114.21315,9128049,47550126
ab-20851997,近大学､SAIT､Foothills hospital ､Banff trail轻轨站､超市,House,Private room,2009-06-17,2017-09-06,5-23-19,2019-05-23,51.07033,-114.11285,20851997,75838336
ab-20852734,Banff-Canmore WM Resort 1 BR/2BD for 4,Resort,Entire home/apt,2009-06-17,2017-09-06,5-23-19,2019-05-23,51.0699,-115.35847,20852734,3334196
ab-20881851,Grand Pacific Resorts  Banff Gate Mountain Resort,Place,Entire home/apt,2009-08-17,2017-09-08,5-21-19,2019-05-21,51.03007,-115.2469,20881851,52651623
ab-929039,Canada-Canmore-Banff Resort Studio Condo #3,Condominium,Entire home/apt,2002-06-13,2013-02-06,5-21-19,2019-05-21,51.06987,-115.36052,929039,602654
ab-932792,Canada-Canmore-Banff Resort 1 Bd Condo #1,Condominium,Entire home/apt,2002-09-13,2013-02-09,5-20-19,2019-05-20,51.06888,-115.36052,932792,602654
ab-939928,Banff  1/2 br condo unit available,Apartment,Entire home/apt,2/13/13,2013-02-13,5-24-19,2019-05-24,51.06995,-115.35871,939928,103427
ab-14247674,★Cozy Rockies Getaway 2 bdrm 2 bath near Banff★,Condominium,Entire home/apt,7/28/16,2016-07-28,5-24-19,2019-05-24,51.09056,-115.34841,14247674,43355604
ab-12007676,Banff Rocky Mountain Resort,Condominium,Entire home/apt,3/22/16,2016-03-22,9-30-17,2017-09-30,51.19885481,-115.5358321,12007676,151152
ab-20901222,"STAY near UNIVERSITY , DOWNTOWN, LAKES and BANFF",House,Private room,2011-06-17,2017-11-06,5-23-19,2019-05-23,51.12861,-114.18845,20901222,11829145
ab-20917812,Centrally Located Modern 1 Bedroom Suite in Banff,Condominium,Entire home/apt,2009-11-17,2017-09-11,10-24-17,2017-10-24,51.18313991,-115.5635958,20917812,65790915
ab-20929053,Serene 1 Bedroom Condo in Beautiful Banff,Condominium,Entire home/apt,2009-12-17,2017-09-12,10-24-17,2017-10-24,51.18569978,-115.5566528,20929053,65790915
ab-20929388,Stylish Modern 1 Bedroom Suite in Banff,Condominium,Entire home/apt,2009-12-17,2017-09-12,10-24-17,2017-10-24,51.18022299,-115.5697225,20929388,65790915
ab-20929620,Fully Appointed 1 Bedroom Condo in Banff,Condominium,Entire home/apt,2009-12-17,2017-09-12,10-24-17,2017-10-24,51.18420261,-115.5510045,20929620,65790915
ab-20929891,Spacious 1 Bedroom Condo + Loft in Banff,Condominium,Entire home/apt,2009-12-17,2017-09-12,10-24-17,2017-10-24,51.18438512,-115.5492688,20929891,65790915
ab-20930050,Cozy Modern 1 Bedroom Condo + Loft in Banff,Condominium,Entire home/apt,2009-12-17,2017-09-12,10-24-17,2017-10-24,51.18387796,-115.549317,20930050,65790915
ab-2970533,Studio Unit @ Canmore Banff Condo Resort,Serviced apartment,Entire home/apt,2005-05-14,2014-05-05,5-22-19,2019-05-22,51.06917,-115.3589,2970533,9296727
ab-20950393,Banff-Canmore WM Resort Studio-for 2 #2,Resort,Entire home/apt,9/13/17,2017-09-13,9-24-18,2018-09-24,51.06799463,-115.3569691,20950393,3334196
ab-14996074,"Entire 2-Bedroom Suite:CTrain,Exit Banff/RockyMntn",Guest suite,Entire home/apt,2009-09-16,2016-09-09,5-24-19,2019-05-24,51.14516,-114.22051,14996074,94360939
ab-20966842,Luxurious condo close to Calgary Airport and Banff,Condominium,Entire home/apt,9/15/17,2017-09-15,4-22-18,2018-04-22,51.17038797,-114.1411501,20966842,35128326
ab-20039231,The BEST Airbnb in YYC. FREE Banff pass! 1BR 1BA,Condominium,Entire home/apt,7/21/17,2017-07-21,5-22-19,2019-05-22,51.0228,-114.06401,20039231,66980130
ab-1016510,Canada-Canmore-Banff Resort 2 Bdrm Condo,Condominium,Entire home/apt,3/22/13,2013-03-22,5-20-19,2019-05-20,51.07021,-115.35908,1016510,602654
ab-19434989,Luxury Smart Home w Alexa - Quick Downtown & Banff,Townhouse,Entire home/apt,6/19/17,2017-06-19,5-22-19,2019-05-22,51.13787,-114.23717,19434989,14008337
ab-21005046,Beautiful Resort Close to Banff - Sleeps 4!,Serviced apartment,Entire home/apt,9/17/17,2017-09-17,5-21-19,2019-05-21,51.07093,-115.36127,21005046,10595328
ab-13019164,Banff - 1BR,Condominium,Entire home/apt,5/14/16,2016-05-14,5-22-19,2019-05-22,51.07012,-115.35773,13019164,58385754
ab-16567250,Private Suite-Drive 10min to Airport/1 hr to Banff,Guest suite,Entire home/apt,12/29/16,2016-12-29,5-20-19,2019-05-20,51.16489,-114.04805,16567250,109131200
ab-18837799,Banff Rocky Mountain,Apartment,Entire home/apt,5/18/17,2017-05-18,7-23-17,2017-07-23,51.19893331,-115.5365871,18837799,53212163
ab-7922254,Private double bdr in Banff Tr,House,Private room,8/15/15,2015-08-15,3-15-17,2017-03-15,51.07421576,-114.1065162,7922254,34320309
ab-5969567,Mountain Views Gateway to Banff,Bed and breakfast,Private room,2004-09-15,2015-04-09,5-22-19,2019-05-22,51.10888,-114.3258,5969567,27426556
ab-21010463,Between the Airport + Downtown + #1 to Banff,Private room in house,Private room,9/18/17,2017-09-18,2001-11-18,2018-01-11,51.06562216,-114.0586011,21010463,4372171
ab-17347689,"Inner City Cottage, Downtown&Hwy #1 to Banff. 3PM",House,Private room,2/17/17,2017-02-17,2008-01-18,2018-08-01,51.06394627,-114.0599557,17347689,43498372
ab-21014795,"5 Bed Independent Basemnt near UoC, Banff, DT",Villa,Private room,2010-11-17,2017-10-11,2003-04-19,2019-03-04,51.09432,-114.13163,21014795,151322486
ab-21019548,Spacious Condo Close to Banff! Sleeps 4,Serviced apartment,Entire home/apt,9/18/17,2017-09-18,2004-05-19,2019-04-05,51.07111,-115.35933,21019548,10595328
ab-21020395,Close to Banff! Sleeps 4 - Free WiFi!,Condominium,Entire home/apt,9/18/17,2017-09-18,5-21-19,2019-05-21,51.06943,-115.36132,21020395,10595328
ab-18292489,Banff Rocky Mountain Resort Chalet 2 bdm Condo,Condominium,Private room,4/16/17,2017-04-16,5-21-19,2019-05-21,51.19935,-115.53691,18292489,126501885
ab-21059866,近大学､SAIT､Foothills hospital ､Banff trail轻轨站､超市,House,Private room,9/21/17,2017-09-21,5-21-19,2019-05-21,51.06937,-114.11453,21059866,75838336
ab-16579764,New Year getaway in Banff Jan 2 - 9 only,Apartment,Private room,12/30/16,2016-12-30,2001-07-17,2017-01-07,51.0688417,-115.3583785,16579764,109279737
ab-4476616,CANMORE-BANFF 2 BEDROOM FULL CONDO (SLEEPS 6) NICE,Resort,Private room,2010-10-14,2014-10-10,5-22-19,2019-05-22,51.06982,-115.35887,4476616,12057949
