ab-19295398,The Master Bedroom,House,Private room,6/12/17,6-20-17,Canada,55.75587045,-120.25939,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,2,6/15/17,,FALSE,,flexible,,,,,,,48,1633,408,3PM - 11PM,12PM (noon),1,0,10,TRUE,,19295398,130805497,https://www.airbnb.com/rooms/19295398,https://a0.muscache.com/im/pictures/40735b21-3dc8-471a-91c6-08f020d6c8b6.jpg?aki_policy=x_large,,,,
ab-12875596,3 Bedroom Home,House,Entire home/apt,5/5/16,5-24-19,Canada,55.74601,-120.245,British Columbia,Dawson Creek,,,,CAD,83.3,111.88,5248,7048,0.656,12,63,33,27,3,1,5,4/13/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,62,83,10,14,133,1127,319,,,4,14,8,TRUE,4.8,12875596,14039747,https://www.airbnb.com/rooms/12875596,https://a0.muscache.com/im/pictures/ede5b72c-c9ab-41f6-8d87-7be9c70c6a3f.jpg?aki_policy=x_large,,,,
ab-12889121,Great Bedroom in New Home,House,Private room,5/6/16,5-24-19,Canada,56.23528,-120.81199,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,6/17/16,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,63,1777,444,,,1,1,2,TRUE,5,12889121,60759473,https://www.airbnb.com/rooms/12889121,https://a0.muscache.com/im/pictures/c555cf7a-74ff-4566-840b-de76223680dc.jpg?aki_policy=x_large,,,,
ab-7746685,Beautiful home on the edge of town,House,Entire home/apt,8/3/15,5-24-19,Canada,56.25769,-120.85882,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,3,3,7,8/26/15,,FALSE,,Moderate - Free cancellation for 48 hours,149,200,37,50,19,25,205,2389,1120,,,1,0,16,TRUE,,7746685,19591285,https://www.airbnb.com/rooms/7746685,https://a0.muscache.com/im/pictures/99111993/8ced6464_original.jpg?aki_policy=x_large,,,,
ab-18735183,Large private room for a quick stay in FSJ,Townhouse,Private room,5/12/17,8-16-17,Canada,56.24885536,-120.8653731,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,7/2/17,100,FALSE,,flexible,,,,,,,33,918,230,Anytime after 3PM,,1,4,4,TRUE,5,18735183,34073170,https://www.airbnb.com/rooms/18735183,https://a0.muscache.com/im/pictures/5d6acea1-8189-4097-9473-3172840cba8a.jpg?aki_policy=x_large,,,,
ab-18737890,Home away from home.,House,Private room,5/13/17,3-1-19,Canada,55.76793,-120.23699,British Columbia,Dawson Creek,,,,CAD,43.7,56.67,2753,3570,0.404,6,63,93,28,1,2.5,1,2/1/19,100,FALSE,,Strict - Free cancellation for 48 hours,151,200,19,25,19,25,60,1163,291,After 5PM,,5,6,4,TRUE,5,18737890,104149516,https://www.airbnb.com/rooms/18737890,https://a0.muscache.com/im/pictures/2a4d003b-f663-4b74-842f-1b0cd2a1e8a6.jpg?aki_policy=x_large,,,,
ab-5782930,4 bdrm trailer in Scenic Mountains,Bungalow,Entire home/apt,3/25/15,2-16-17,Canada,55.12761304,-121.0106825,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,4,1,5,12/5/16,100,FALSE,,Flexible,,,40,50,,,87,751,278,,,2,1,7,TRUE,,5782930,6228706,https://www.airbnb.com/rooms/5782930,https://a0.muscache.com/im/pictures/71988763/9b83c2da_original.jpg,,,,
ab-12925669,"Shared living space, room for 1",Apartment,Shared room,5/8/16,12-2-16,Canada,55.75165226,-120.241714,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,1,,0,FALSE,,Flexible,,,,,,,38,1065,266,,,1,0,3,TRUE,,12925669,70928368,https://www.airbnb.com/rooms/12925669,https://a2.muscache.com/im/pictures/04de1db6-e150-4ca9-91aa-0bdce0bc13ce.jpg,,,,
ab-20554386,Quaint Trailer,House,Private room,10/28/17,10-28-17,Canada,56.23836668,-120.8142511,British Columbia,Fort St. John,,,,,,,0,0,,0,,,,2,1,4,10/27/17,,FALSE,,flexible,,,,,,,32,1345,336,Flexible,,5,0,12,TRUE,,20554386,146788996,https://www.airbnb.com/rooms/20554386,https://a0.muscache.com/im/pictures/a63db8c9-a961-4e26-ab9d-4847cb3031cb.jpg?aki_policy=x_large,,,,
ab-20624456,Lexington Manor - 1 Bed Townhome (3),Townhouse,Entire home/apt,8/23/17,4-12-19,Canada,56.24383,-120.84431,British Columbia,Fort St. John,,,,CAD,121.1,160.48,1211,1605,0.083,4,10,110,0,1,1,1,11/6/18,70,FALSE,FALSE,Moderate - Free cancellation for 48 hours,378,500,113,150,8,10,189,2116,529,3PM - 8PM,,7,1,2,TRUE,5,20624456,12119673,https://www.airbnb.com/rooms/20624456,https://a0.muscache.com/im/pictures/e990b551-ec59-4c65-9460-cf7fc952a7d5.jpg?aki_policy=x_large,1203713vb,,https://www.homeaway.com/vacation-rental/p1203713vb,https://odis.homeaway.com/odis/listing/361af325-34a0-4d47-aa8c-c43e56f6743b.c10.jpg
ab-5850420,Holliday in beautiful Tumbler Ridge,House,Entire home/apt,4/1/15,4-20-18,Canada,55.13610725,-120.9924207,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,3,1,5,10/5/17,89,FALSE,,Flexible,,,,,,,129,2945,900,,,1,7,10,TRUE,4.8,5850420,30376541,https://www.airbnb.com/rooms/5850420,https://a0.muscache.com/im/pictures/72877944/6b886064_original.jpg?aki_policy=x_large,,,,
ab-7827503,2 BEDROOM VILLA,Villa,Entire home/apt,8/8/15,6-9-17,Canada,55.76792623,-120.2254155,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,2,1,4,3/16/17,100,FALSE,,flexible,,,,,8,10,98,2735,684,Anytime after 3PM,11AM,5,5,4,TRUE,5,7827503,41217991,https://www.airbnb.com/rooms/7827503,https://a0.muscache.com/im/pictures/100226486/7e713e3b_original.jpg?aki_policy=x_large,,,,
ab-19986954,Sweet B,Apartment,Entire home/apt,7/18/17,9-18-17,Canada,55.75314061,-120.2303966,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,2,1,4,7/22/17,100,TRUE,,moderate,127,150,,,21,25,127,3547,887,5PM - 9PM,12PM (noon),1,0,7,TRUE,,19986954,141777370,https://www.airbnb.com/rooms/19986954,https://a0.muscache.com/im/pictures/8639721b-2ea8-4ed6-9cf2-1c210fe40ef2.jpg?aki_policy=x_large,,,,
ab-18792887,Bedroom to rent shorterm,Bungalow,Private room,5/16/17,4-24-19,Canada,55.76913,-120.22667,British Columbia,Dawson Creek,,,,CAD,34.5,45.83,2898,3850,0.609,9,84,54,13,1,1,1,4/5/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,11,15,34,944,236,Flexible,12AM (midnight),7,10,5,TRUE,4.9,18792887,1192054,https://www.airbnb.com/rooms/18792887,https://a0.muscache.com/im/pictures/7ba51181-d565-40e2-81ad-1bf1c136d2fd.jpg?aki_policy=x_large,,,,
ab-12968840,Basement bedroom in house near town centre,House,Private room,5/11/16,5-22-19,Canada,56.25622,-120.83973,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,6/20/16,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,76,2129,532,,,1,1,2,TRUE,5,12968840,21190059,https://www.airbnb.com/rooms/12968840,https://a0.muscache.com/im/pictures/91ae051f-59cc-4143-b8f6-178798d06de8.jpg?aki_policy=x_large,,,,
ab-7856457,COZY CONDO,Other,Entire home/apt,8/10/15,6-9-17,Canada,55.7549422,-120.2291027,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,4,3/16/17,100,FALSE,,flexible,,,,,8,10,98,2744,686,Anytime after 3PM,11AM,5,5,4,TRUE,4.8,7856457,41217991,https://www.airbnb.com/rooms/7856457,https://a0.muscache.com/im/pictures/101946410/d8d6b137_original.jpg?aki_policy=x_large,,,,
ab-830740,Alaska Highway ,House,Private room,12/8/12,7-12-17,Canada,56.25260356,-120.8279178,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,10/17/15,20,FALSE,,flexible,,,,,,,40,1114,278,,,1,5,1,TRUE,4.8,830740,4307541,https://www.airbnb.com/rooms/830740,https://a0.muscache.com/im/pictures/11796640/99edc095_original.jpg?aki_policy=x_large,,,,
ab-14218827,Executive Condo,Condominium,Private room,7/27/16,12-6-17,Canada,56.24919016,-120.8652327,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,7/11/17,100,FALSE,,moderate,,,,,,,65,1804,451,Anytime after 3PM,12AM (midnight),2,0,5,TRUE,,14218827,86373326,https://www.airbnb.com/rooms/14218827,https://a0.muscache.com/im/pictures/164ea78c-9448-40ce-82ee-157634fafb20.jpg?aki_policy=x_large,,,,
ab-18807619,Executive style 2 bedroom / 2 bathroom Condo,Serviced apartment,Entire home/apt,5/17/17,1-3-19,Canada,56.25164172,-120.8686719,British Columbia,Fort St. John,,,,CAD,90.7,118.32,3356,4378,0.259,6,37,106,11,2,2,2,12/30/18,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,79,2217,554,Flexible,12PM (noon),5,6,4,TRUE,5,18807619,64659381,https://www.airbnb.com/rooms/18807619,https://a0.muscache.com/im/pictures/dc523ea4-3e61-4beb-81ae-8d5aadd6ae60.jpg?aki_policy=x_large,,,,
ab-20863316,Comfortable quiet home,House,Private room,9/7/17,4-29-19,Canada,55.76856,-120.23976,British Columbia,Dawson Creek,,,,CAD,39.09,51.67,2932,3875,0.408,9,75,109,28,1,1,1,4/2/19,100,FALSE,,Strict - Free cancellation for 48 hours,149,200,,,,,41,1149,287,After 3PM,2PM,7,4,2,TRUE,4.8,20863316,104149516,https://www.airbnb.com/rooms/20863316,https://a0.muscache.com/im/pictures/00413da1-558b-43ac-9f21-5661d1b7c3e8.jpg?aki_policy=x_large,,,,
ab-18224392,Private Room with Queen Bed,House,Private room,4/12/17,7-1-17,Canada,56.2345286,-120.8153663,British Columbia,Fort St. John,,,,USD,,,0,0,,0,,,,1,1,2,6/21/17,89,FALSE,,flexible,,,,,,,36,1298,324,Anytime after 3PM,,1,2,4,TRUE,5,18224392,125856931,https://www.airbnb.com/rooms/18224392,https://a0.muscache.com/im/pictures/f5ef3768-1540-4a42-abe4-dbf963d78e48.jpg?aki_policy=x_large,,,,
ab-18825272,Downtown hotel in Dawson Creek,Serviced apartment,Private room,5/18/17,5-22-19,Canada,55.7601,-120.22806,British Columbia,Dawson Creek,,,,CAD,62.26,80,4234,5440,0.25,14,68,204,0,1,1,1,11/23/18,100,FALSE,,Moderate - Free cancellation for 48 hours,,,,,,,60,1681,420,3PM - 10PM,12PM (noon),2,14,7,TRUE,4.3,18825272,131079842,https://www.airbnb.com/rooms/18825272,https://a0.muscache.com/im/pictures/01d46de3-56ee-4dc2-bec1-dc4644e5be2b.jpg?aki_policy=x_large,,,,
ab-18826480,Executive 3 bedroom Townhome (49),Townhouse,Entire home/apt,5/18/17,5-22-19,Canada,56.24548,-120.82262,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,3,1.5,6,5/6/19,70,FALSE,,Moderate - Free cancellation for 48 hours,379,500,114,150,15,20,189,2103,526,3PM - 8PM,,14,4,14,TRUE,4.8,18826480,12119673,https://www.airbnb.com/rooms/18826480,https://a0.muscache.com/im/pictures/190e2e67-e856-46a9-8e2d-48097339b51c.jpg?aki_policy=x_large,,,,
ab-12026046,Perfect place to stay in FSJ!,House,Entire home/apt,3/23/16,4-6-16,Canada,56.26274384,-120.851493,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,3,2,6,3/26/16,100,FALSE,,Moderate,,,59,,,,122,857,3426,2:00 PM,11:00 AM,3,0,5,TRUE,,12026046,30473178,https://www.airbnb.com/rooms/12026046,https://a2.muscache.com/im/pictures/f3d90767-be08-4657-b23c-f47fed62b35b.jpg,,,,
ab-18835230,Quiet 1 bedroom apartment (102 A),Apartment,Entire home/apt,5/18/17,5-22-19,Canada,56.23676,-120.82202,British Columbia,Fort St. John,,,,CAD,46.14,60.27,3645,4761,0.374,8,79,132,3,1,1,2,5/6/19,70,FALSE,,Flexible - Free cancellation for 48 hours,264,350,75,100,,,117,1161,290,After 3PM,,14,4,4,TRUE,3.5,18835230,12119673,https://www.airbnb.com/rooms/18835230,https://a0.muscache.com/im/pictures/6f2b6033-0ca3-4c32-9a0d-84b034adadb4.jpg?aki_policy=x_large,,,,
ab-15021798,Quiet and Clean Bedroom in a Duplex,Townhouse,Private room,9/11/16,4-26-19,Canada,56.24725,-120.85532,British Columbia,Fort St. John,,,,CAD,26.8,35,938,1225,0.192,8,35,147,0,1,1,2,9/16/17,0,FALSE,,Flexible - Free cancellation for 48 hours,,,,,7,10,26,732,183,Flexible,,5,7,4,TRUE,4.8,15021798,94820882,https://www.airbnb.com/rooms/15021798,https://a0.muscache.com/im/pictures/9702c7f3-3616-47ba-939b-f28eadf229a5.jpg?aki_policy=x_large,,,,
ab-12053941,NEW Luxury Townhome in Central Dawson Creek,Townhouse,Entire home/apt,3/25/16,5-23-19,Canada,55.75495,-120.25323,British Columbia,Dawson Creek,,,,CAD,114.97,150.6,6553,8585,0.37,13,57,97,58,2,2.5,4,2/27/19,90,FALSE,,Moderate - Free cancellation for 48 hours,,,74,100,,,171,2708,677,,,3,14,7,TRUE,4.3,12053941,64556766,https://www.airbnb.com/rooms/12053941,https://a0.muscache.com/im/pictures/166a1596-4974-4480-a766-75dc4b3a9f64.jpg?aki_policy=x_large,,,,
ab-16578360,condo,Condominium,Entire home/apt,12/30/16,9-11-17,Canada,56.24981484,-120.868584,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,2,2,4,8/21/17,100,FALSE,,flexible,,,,,,,66,1850,462,Anytime after 3PM,12PM (noon),1,18,9,TRUE,4.8,16578360,109258161,https://www.airbnb.com/rooms/16578360,https://a0.muscache.com/im/pictures/d5d833c4-c38b-450e-ba82-4793887476fd.jpg?aki_policy=x_large,,,,
ab-12057685,Beautiful Executive 4BR Two Level Spacious House,House,Entire home/apt,3/25/16,5-24-19,Canada,55.77936,-120.25246,British Columbia,Dawson Creek,,,,CAD,161.67,216.52,485,650,0.214,1,3,11,16,4,3,4,4/11/19,100,FALSE,,Strict - Free cancellation for 48 hours,597,800,149,200,37,50,258,3032,758,Flexible,11AM,1,0,20,TRUE,,12057685,64586752,https://www.airbnb.com/rooms/12057685,https://a0.muscache.com/im/pictures/ff9422c4-953a-4782-a410-b602bbba7f7f.jpg?aki_policy=x_large,,,,
ab-12063498,Bright Private 2BD Executive Suite,House,Entire home/apt,3/25/16,5-24-19,Canada,55.77847,-120.25357,British Columbia,Dawson Creek,,,,CAD,76.4,98.08,3438,4414,0.592,6,45,31,46,2,1,2,5/6/19,100,FALSE,,Strict - Free cancellation for 48 hours,633,850,93,125,37,50,147,1502,376,Flexible,11AM,6,5,13,TRUE,4.2,12063498,64586752,https://www.airbnb.com/rooms/12063498,https://a0.muscache.com/im/pictures/54525a99-ec5a-49de-b1f4-dddcb4231433.jpg?aki_policy=x_large,,,,
ab-13660614,New/ Modern suite all to yourself,House,Entire home/apt,3/30/17,5-21-19,Canada,55.77634,-120.25094,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,2,5/7/19,100,FALSE,,Flexible - Free cancellation for 48 hours,206,250,62,75,,,124,1727,432,,,3,1,8,TRUE,,13660614,25459352,https://www.airbnb.com/rooms/13660614,https://a0.muscache.com/im/pictures/e626759c-927e-4a4a-9de6-a67a70a404fe.jpg?aki_policy=x_large,,,,
ab-12069306,"Cozy bedroom w fourth floor view, private bathroom",Condominium,Private room,3/26/16,4-28-17,Canada,56.25118271,-120.8668873,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,4/19/17,100,FALSE,,Flexible,191,250,8,10,38,50,54,1284,321,12PM (noon) - 11PM,12PM (noon),2,1,7,TRUE,5,12069306,64665424,https://www.airbnb.com/rooms/12069306,https://a0.muscache.com/im/pictures/375a1ac5-d21d-47d5-af2d-102634bcca69.jpg,,,,
ab-12071276,Executive style 2 bed /2 bath condo,Serviced apartment,Entire home/apt,3/26/16,5-18-19,Canada,56.25189,-120.86889,British Columbia,Fort St. John,,,,CAD,80.55,106.33,7088,9357,0.486,8,88,93,2,2,2,2,3/26/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,65,1809,452,Flexible,12PM (noon),5,15,3,TRUE,5,12071276,64659381,https://www.airbnb.com/rooms/12071276,https://a0.muscache.com/im/pictures/0b5f9878-6f2c-4a80-9289-bf767ff26162.jpg?aki_policy=x_large,,,,
ab-19473402,Cozy place for short or long-stay,House,Private room,6/21/17,6-7-18,Canada,56.26000512,-120.8343123,British Columbia,Fort St. John,,,,USD,52.12,52.12,886,886,0.327,4,17,35,10,1,1,1,5/27/18,100,TRUE,,Flexible,,,26,26,,,72,1298,324,After 3PM,,5,2,4,TRUE,4.5,19473402,6746241,https://www.airbnb.com/rooms/19473402,https://a0.muscache.com/im/pictures/8f5d814b-cd72-4798-96ca-9e557070bec6.jpg?aki_policy=x_large,,,,
ab-19474286,Beautiful New Townhome,Townhouse,Entire home/apt,6/22/17,5-25-19,Canada,55.75564,-120.25445,British Columbia,Dawson Creek,,,,CAD,106.53,140.4,7990,10530,0.403,8,75,111,25,2,2.5,4,5/6/19,90,FALSE,,Moderate - Free cancellation for 48 hours,,,75,100,,,172,2729,682,Flexible,,3,5,5,TRUE,4.4,19474286,64556766,https://www.airbnb.com/rooms/19474286,https://a0.muscache.com/im/pictures/e394c5b2-e461-40d0-95d7-fffb1435a43f.jpg?aki_policy=x_large,,,,
ab-15784273,"Relax, Buisness or Outdoor Adventure",House,Entire home/apt,11/1/16,1-21-17,Canada,55.12789002,-121.002733,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,2,2.5,4,11/1/16,,FALSE,,Flexible,,,,,,,60,1677,419,Anytime after 3PM,,1,0,7,TRUE,,15784273,102096685,https://www.airbnb.com/rooms/15784273,https://a2.muscache.com/im/pictures/c1644609-c0a5-47c3-b106-6693eb4f6978.jpg,,,,
ab-6032742,The Coach House,Bed and breakfast,Entire home/apt,4/14/15,5-21-19,Canada,55.74466,-120.24671,British Columbia,Dawson Creek,,,,CAD,123.67,160,371,480,0.068,2,3,41,17,2,1,4,4/11/19,100,TRUE,,Flexible - Free cancellation for 48 hours,745,1000,,,22,30,119,2426,687,,,1,15,6,TRUE,4.8,6032742,5178325,https://www.airbnb.com/rooms/6032742,https://a0.muscache.com/im/pictures/75133430/c10e5d57_original.jpg?aki_policy=x_large,,,,
ab-12228894,Ideal fresh & spacious 1 BR suite,Apartment,Entire home/apt,4/3/16,5-24-19,Canada,56.25865,-120.83521,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,3,10/1/17,100,FALSE,,Moderate - Free cancellation for 48 hours,187,250,26,35,22,30,85,1651,413,3PM - 12AM (midnight),11AM,2,15,14,TRUE,4.8,12228894,19383800,https://www.airbnb.com/rooms/12228894,https://a0.muscache.com/im/pictures/91dc6f56-9937-4ef3-9ae4-ef12f4afa1ac.jpg?aki_policy=x_large,,,,
ab-1251649,Bedroom for One,House,Private room,3/9/17,5-8-17,Canada,55.76754088,-120.2264536,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,1,3/8/17,100,FALSE,,Flexible,,,,,,,46,1284,321,Flexible,12AM (midnight),1,2,7,TRUE,5,1251649,1192054,https://www.airbnb.com/rooms/1251649,https://a0.muscache.com/im/pictures/0829407f-f2e6-45c1-b42a-282cfe722b7f.jpg,,,,
ab-19520289,3 Bedroom Stylish Townhome (47),Townhouse,Entire home/apt,6/24/17,5-22-19,Canada,56.24446,-120.82361,British Columbia,Fort St. John,,,,CAD,104.35,136.04,2191,2857,0.138,5,21,131,32,3,1.5,6,5/6/19,70,FALSE,,Moderate - Free cancellation for 48 hours,373,500,112,150,15,20,164,1464,366,3PM - 8PM,,14,1,10,TRUE,5,19520289,12119673,https://www.airbnb.com/rooms/19520289,https://a0.muscache.com/im/pictures/a8a3d022-1fd4-49d8-b218-4ed012652d23.jpg?aki_policy=x_large,,,,
